cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ore,oreinv,oreoth,oreres,oremult,orenres,orecons,oreag,oregnma,oreothf
"58069","0","3357385","","BANK OF SAN FRANCISCO","San Francisco","CA","94105","9/30/2010","8/17/2020","NM","575 Market St, # 2400","","1","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","8/1/2005","8/1/2005","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.bankofsf.com","0","","0","0","0","0","0","0","0",""
"57816","0","3302312","","BANK OF SANTA CLARITA","Santa Clarita","CA","91355","9/30/2010","8/17/2020","NM","27441 Tourney Rd, # 100","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/26/2004","10/26/2004","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.bankofsantaclarita.com","0","","0","0","0","0","0","0","0",""
"22637","0","239640","3227965","BANK OF SHOREWOOD","Shorewood","IL","60431","9/30/2010","8/17/2020","NM","700 W. Jefferson St.","WILL COUNTY BCORP INC","3","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/24/1978","4/24/1978","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4154","","4154","937","0","1146","2071","0","0",""
"664","13032","475215","1048997","BANK OF SMITHTOWN","Smithtown","NY","11787","9/30/2010","8/17/2020","NM","1 E. Main St.","SMITHTOWN BCORP INC","31","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1910","1/1/1934","3/8/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","3511","","3511","300","0","3211","0","0","0",""
"26727","13371","49858","3392667","BANK OF SOUTH TEXAS","Mcallen","TX","78504","9/30/2010","8/17/2020","NM","506 E. Dove","ST BANC CORP","5","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","7/8/1986","7/8/1986","11/13/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.bankofsouthtexas.com","1501","","1501","330","0","941","230","0","0",""
"19506","12429","248240","1247361","BANK OF SPRINGFIELD","Springfield","IL","62711","9/30/2010","8/17/2020","NM","3400 W. Wabash","SPRING BCORP INC","9","0","0","4","0","Sangamon","44100","Springfield, IL","10/29/1965","10/29/1965","9/25/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankwithbos.com","2946","","2946","733","0","2075","138","0","0",""
"34413","14007","2597737","","BANK OF ST. AUGUSTINE","Saint Augustine","FL","32086","9/30/2010","8/17/2020","SA","120 State Rd. 312 W.","","4","0","0","4","1","Saint Johns","27260","Jacksonville, FL","7/31/1997","7/31/1997","3/31/2006","Stock","0","0","OTS","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","3111","0","3111","600","0","2016","495","","0",""
"33990","0","2281371","","BANK OF ST. CROIX, INC.","Christiansted","VI","820","9/30/2010","8/17/2020","NM","5025 Anchor Way, Gallows Bay","","0","0","0","8","1","Saint Croix","","","3/1/1995","3/1/1995","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","2","1","","265","","265","265","0","0","0","0","0",""
"12236","0","456250","2851279","BANK OF ST. ELIZABETH","Saint Elizabeth","MO","65075","9/30/2010","8/17/2020","NM","215 Main St.","SAINT ELIZABETH BANCSHARES INC","3","0","0","2","1","Miller","","","1/2/1914","1/1/1934","9/5/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.stebank.com","410","","410","282","0","0","0","128","0",""
"22739","13122","364430","1082544","BANK OF ST. FRANCISVILLE","Saint Francisvil","LA","70775","9/30/2010","8/17/2020","NM","108 E. Commerce St.","SAINT FRANCISVILLE BANCSHARES","1","0","0","4","1","West Feliciana","12940","Baton Rouge, LA","10/30/1978","10/30/1978","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.bsf.net","557","","557","196","0","300","61","0","0",""
"24919","9693","590220","2082532","BANK OF STANLY","Albemarle","NC","28001","9/30/2010","8/17/2020","SM","167 N. 2nd St.","UWHARRIE CAPITAL CORP","6","0","0","4","0","Stanly","","","1/26/1984","1/26/1984","12/15/2008","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.uwharrie.com","2488","","2488","686","0","1532","270","0","0",""
"9820","0","568854","1055566","BANK OF STAPLETON","Stapleton","NE","69163","9/30/2010","8/17/2020","NM","324 Main St","STAPLETON INVESTMENT CO","2","0","0","2","0","Logan","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","","18","","18","18","0","0","0","0","0",""
"5634","0","126049","1131723","BANK OF STAR CITY","Star City","AR","71667","9/30/2010","8/17/2020","NM","116 N. Lincoln","STAR CITY BANCSHARES INC","5","0","0","4","1","Lincoln","38220","Pine Bluff, AR","4/7/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.connectbank.us","154","","154","29","0","125","0","0","0",""
"34148","15894","2396604","2270384","BANK OF STAR VALLEY","Afton","WY","83110","9/30/2010","8/17/2020","SM","384 Washington St.","STAR VALLEY BANCSHARES INC","3","0","0","4","1","Lincoln","","","3/25/1996","3/25/1996","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","1","www.bosv.com","713","","713","360","0","103","58","192","0",""
"1536","16038","479268","1399765","BANK OF STOCKTON","Stockton","CA","95202","9/30/2010","8/17/2020","NM","301 E. Miner Ave.","1867 WESTERN FINANCIAL CORP","17","0","0","4","0","San Joaquin","44700","Stockton-Lodi, CA","8/12/1867","1/1/1934","4/8/2010","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.bankofstockton.com","3032","","3032","171","0","2231","630","0","0",""
"16413","0","593940","","BANK OF STRONGHURST","Stronghurst","IL","61480","9/30/2010","8/17/2020","NM","108 E. Main St.","","4","0","0","2","0","Henderson","","","4/27/1946","4/27/1946","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","bankofstronghurst.com","0","","0","0","0","0","0","0","0",""
"8892","12194","436953","2300768","BANK OF SULLIVAN","Sullivan","MO","63080","9/30/2010","8/17/2020","NM","318 W. Main St.","MID-MISSOURI HOLDING CO INC","6","0","0","4","0","Franklin","41180","St. Louis, MO-IL","4/1/1895","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofsullivan.com","1153","","1153","270","450","263","0","170","0",""
"13565","15599","124344","3808113","BANK OF SUN PRAIRIE","Sun Prairie","WI","53590","9/30/2010","8/17/2020","NM","228 E. Main St.","BOSP BANCSHARES INC","4","0","0","4","0","Dane","31540","Madison, WI","8/8/1903","1/6/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.bankofsunprairie.com","15172","","15172","1774","4613","5364","3421","0","0",""
"11788","12686","910239","2376727","BANK OF SUNSET AND TRUST COMPANY","Sunset","LA","70584","9/30/2010","8/17/2020","NM","863 Napoleon Ave.","SUNSET BCORP INC","4","0","0","4","0","Saint Landry","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.bankofsunset.com","0","","0","0","0","0","0","0","0",""
"21573","11347","340135","1135002","BANK OF TENNESSEE","Kingsport","TN","37660","9/30/2010","8/17/2020","NM","301 E. Ctr. St.","BANCTENN CORP","15","0","0","4","1","Sullivan","28700","Kingsport-Bristol-Bristol, TN-VA","5/13/1974","5/13/1974","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.bankoftennessee.com","9494","","9494","672","0","968","7854","0","0",""
"35320","0","2823221","1245581","BANK OF TERRELL","Dawson","GA","39842","9/30/2010","8/17/2020","NM","250 E. Lee St.","GEORGIA COMMUNITY BCORP INC","3","0","0","4","1","Terrell","10500","Albany, GA","8/31/1999","8/31/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.gcb.bank","775","","775","474","0","301","0","0","0",""
"11942","12308","475363","1108640","BANK OF TEXAS","Austin","TX","78701","9/30/2010","8/17/2020","NM","1005 Congress Ave, # 100","TEXAS BANKERS INC","3","0","0","4","0","Travis","12420","Austin-Round Rock, TX","9/16/1907","1/15/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","1857","","1857","0","0","0","1857","0","0",""
"18576","0","925653","3929821","BANK OF TEXAS","Midland","TX","79701","9/30/2010","8/17/2020","NM","306 W. Wall Suite 100","TALL CITY BANCSHARES INC","3","0","0","4","1","Midland","33260","Midland, TX","8/4/1962","8/4/1962","2/4/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.bankoftexasonline.com","0","","0","0","0","0","0","0","0",""
"21674","0","533852","1883693","BANK OF TEXAS. NATIONAL ASSOCIATION","Dallas","TX","75225","9/30/2010","8/17/2020","N","5956 Sherry Ln, Ste 1100","BOK FINANCIAL CORP","53","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","7/3/1974","7/3/1974","2/16/2008","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","","29471","","29471","15277","0","6916","7278","0","0",""
"12474","13141","437455","3313729","BANK OF THAYER","Thayer","MO","65791","9/30/2010","8/17/2020","NM","116 Chestnut St.","OZARKS LEGACY CMTY FINL INC","4","0","0","8","0","Oregon","","","8/23/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","927","","927","409","0","518","0","0","0",""
"21161","0","1006513","1244801","BANK OF THE BLUEGRASS AND TRUST COMPANY","Lexington","KY","40507","9/30/2010","8/17/2020","NM","101 E. High St.","BLUEGRASS BANCSHARES INC","2","0","0","4","0","Fayette","30460","Lexington-Fayette, KY","4/10/1972","7/16/1973","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankofthebluegrass.com","1991","","1991","581","0","740","670","0","0",""
"34903","16063","2750699","3447398","BANK OF THE CAROLINAS","Mocksville","NC","27028","9/30/2010","8/17/2020","NM","135 Boxwood Village","BANK OF THE CAROLINAS CORP","10","0","0","4","0","Davie","49180","Winston-Salem, NC","12/7/1998","12/7/1998","8/18/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","8571","","8571","3992","0","1906","2673","0","0",""
"22407","9626","17464","1848003","BANK OF THE CASCADES","Bend","OR","97701","9/30/2010","8/17/2020","NM","1100 Nw Wall St.","CASCADE BCORP","35","0","1","4","0","Deschutes","13460","Bend-Redmond, OR","2/1/1977","2/1/1977","1/17/2007","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","47969","","47969","2723","5340","0","39906","0","0",""
"20408","15592","821120","1250606","BANK OF THE COMMONWEALTH","Norfolk","VA","23510","9/30/2010","8/17/2020","SM","Boush &freemason St.","COMMONWEALTH BANKSHARES INC","21","0","1","4","0","Norfolk City","47260","Virginia Beach-Norfolk-Newport News, VA-NC","4/14/1971","4/14/1971","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","32158","","32158","6730","0","3867","21561","0","0",""
"26759","0","904425","","BANK OF THE EASTERN SHORE","Cambridge","MD","21613","9/30/2010","8/17/2020","SM","301 Crusader Rd.","","2","0","0","4","0","Dorchester","","","8/19/1986","8/19/1986","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","7051","","7051","2499","0","4552","0","0","0",""
"26539","0","718275","","BANK OF THE FEDERATED STATES OF MICRONESIA","Pohnpei","FM","96941","9/30/2010","8/17/2020","NM","P. O. Box 98","","0","0","0","4","0","64040","","","2/7/1986","2/7/1986","1/21/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","","4","1","","0","","0","0","0","0","0","0","0",""
"35207","0","2787770","3217032","BANK OF THE JAMES","Lynchburg","VA","24504","9/30/2010","8/17/2020","SM","615 Church St.","BK JAMES FINL GROUP INC","10","0","0","4","0","Lynchburg City","31340","Lynchburg, VA","7/22/1999","7/22/1999","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bankofthejames.bank","2751","","2751","1144","0","360","1247","0","0",""
"22353","13970","822257","1065417","BANK OF THE LAKES, NATIONAL ASSOCIATION","Owasso","OK","74055","9/30/2010","8/17/2020","N","12401 E. 86th St. N.","LAKE BANCSHARES CORP","7","0","0","4","1","Tulsa","46140","Tulsa, OK","11/1/1976","11/1/1976","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","5440","","5440","189","0","969","4282","0","0",""
"21219","9926","422116","1071249","BANK OF THE MOUNTAINS, INC.","West Liberty","KY","41472","9/30/2010","8/17/2020","NM","Main &court St.","MOUNTAIN BCORP INC","3","0","0","6","0","Morgan","","","9/15/1973","9/15/1973","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.bankofthemountains.com","687","","687","312","0","375","0","0","0",""
"58620","0","3601079","1247334","BANK OF THE NORTHWEST","Bellevue","WA","98004","9/30/2010","8/17/2020","NM","155 108th Ave. Ne, # 100","CAPITOL BCORP LTD","5","0","1","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","7/16/2007","7/16/2007","2/19/2010","Stock","0","0","FDIC","DIF","San Francisco","CHICAGO","Seattle","San Francisco","Western","West","0","0","","2556","","2556","0","0","2307","249","0","0",""
"20387","0","777366","1028533","BANK OF THE ORIENT","San Francisco","CA","94104","9/30/2010","8/17/2020","SM","233 Sansome St.","ORIENT BCORP","11","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","3/17/1971","3/17/1971","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.bankorient.com","12178","","12178","503","0","10176","1499","0","0","0"
"110","9592","107244","1097089","BANK OF THE OZARKS","Little Rock","AR","72223","9/30/2010","8/17/2020","NM","17901 Chenal Pkwy.","BANK OF THE OZARKS INC","92","0","1","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","3/3/1903","1/1/1934","9/10/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","http://www.ozk.com","58703","","58703","8522","209","4642","44702","628","0",""
"23041","10584","307679","2560236","BANK OF THE PACIFIC","Aberdeen","WA","98520","9/30/2010","8/17/2020","NM","300 E. Market St.","PACIFIC FINANCIAL CORP","17","0","1","4","0","Grays Harbor","","","12/26/1979","12/26/1979","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.bankofthepacific.com","9651","","9651","783","0","3261","5607","0","0",""
"22340","14345","192857","2623001","BANK OF THE PANHANDLE","Guymon","OK","73942","9/30/2010","8/17/2020","NM","13th &main St.","PANHANDLE BANCSHARES INC","1","0","0","4","1","Texas","","","10/12/1976","10/12/1976","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bopguymon.com","146","","146","0","0","71","0","75","0",""
"4626","52232","1007659","1058624","BANK OF THE PRAIRIE","Olathe","KS","66062","9/30/2010","8/17/2020","NM","18675 W. 151st St.","PRAIRIE STAR BANCSHARES INC","2","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","311","","311","281","0","0","30","0","0",""
"26210","12350","648952","1840230","BANK OF THE RIO GRANDE, NATIONAL ASSOCIATION","Las Cruces","NM","88001","9/30/2010","8/17/2020","N","421 N. Water","LAS CRUCES B R G INC","3","0","0","4","1","Dona Ana","29740","Las Cruces, NM","4/12/1985","4/12/1985","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","","244","","244","0","0","70","174","0","0",""
"2205","12491","475756","1134470","BANK OF THE ROCKIES, NATIONAL ASSOCIATION","White Sulphur Sp","MT","59645","9/30/2010","8/17/2020","N","205 W. Main St.","COUNTRICORP","6","0","0","2","1","Meagher","","","8/1/1883","1/1/1934","1/19/2007","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","WWW.BOTR.BANK","4203","","4203","3123","611","141","328","0","0",""
"34873","0","2693693","2003975","BANK OF THE SAN JUANS","Durango","CO","81301","9/30/2010","8/17/2020","NM","144 E. Eighth St.","GLACIER BCORP INC","3","0","0","4","0","La Plata","","","9/4/1998","9/4/1998","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","SAN FRANCISCO","Denver","Kansas City","Western","Western","0","0","","1652","","1652","0","0","1256","396","0","0",""
"22597","10050","662369","2976396","BANK OF THE SIERRA","Porterville","CA","93257","9/30/2010","8/17/2020","NM","90 N. Main St.","SIERRA BCORP","26","0","0","4","0","Tulare","47300","Visalia-Porterville, CA","1/19/1978","1/19/1978","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.bankofthesierra.com","25286","","25286","3478","4057","2703","13742","1306","0",""
"19125","0","83236","1129515","BANK OF THE SOUTH","Pensacola","FL","32506","9/30/2010","8/17/2020","NM","4410 W. Fairfield Dr.","FIVE FLAGS BANKS INC","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","5/20/1964","5/24/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.bankofthesouth.com","0","","0","0","0","0","0","0","0",""
"2247","14339","499752","2013947","BANK OF THE SOUTHWEST","Roswell","NM","88201","9/30/2010","8/17/2020","NM","226 N. Main St.","NEW MEXICO NATL FINL INC","14","0","0","4","1","Chaves","","","3/18/1930","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.bankofsw.com","903","","903","372","0","505","26","0","0",""
"25291","0","478195","1983070","BANK OF THE VALLEY","Bellwood","NE","68624","9/30/2010","8/17/2020","NM","404 State St.","BELLWOOD COMMUNITY HOLDING CO","3","0","0","2","0","Butler","","","5/11/1984","5/11/1984","8/15/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.bankofthevalley.com","0","","0","0","0","0","0","0","0",""
"3514","13975","804963","1231968","BANK OF THE WEST","San Francisco","CA","94104","9/30/2010","8/17/2020","NM","180 Montgomery St.","BNP PARIBAS","657","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","1/1/1874","1/1/1934","10/27/2008","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.bankofthewest.com","174680","","174680","25918","0","37730","111032","0","0","0"
"26627","0","859552","1141384","BANK OF THE WEST","Grapevine","TX","76051","9/30/2010","8/17/2020","NM","108 W. N.W. Hwy.","GREATER SW BANCSHARES INC","10","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/1/1986","4/1/1986","5/2/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bnkwest.com","2534","","2534","1309","0","546","540","139","0",""
"32941","9590","1447639","3122051","BANK OF THE WEST","El Paso","TX","79901","9/30/2010","8/17/2020","SM","500 N. Mesa St.","WESTSTAR BANK HOLDING CO INC","8","0","0","4","1","El Paso","21340","El Paso, TX","5/1/1990","5/1/1990","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","0","1","www.WestStarBank.com","999","","999","0","0","67","932","0","0",""
"4198","16095","254652","","BANK OF THE WICHITAS","Snyder","OK","73566","9/30/2010","8/17/2020","NM","623 E St.","","4","0","0","2","1","Kiowa","","","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","601","","601","418","0","0","183","0","0",""
"19553","0","968605","2961897","BANK OF TOKYO-MITSUBISHI UFJ TRUST COMPANY","New York","NY","10020","9/30/2010","8/17/2020","NM","1251 Ave. Of The Americas, 1","MITSUBISHI UFJ FINL GROUP INC","1","1","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","10/1/1955","2/8/1966","7/24/2006","Stock","0","1","FDIC","DIF","New York","SAN FRANCISCO","Los Angeles (North)","New York","Northeastern","Northeast","0","0","","0","","0","0","0","0","0","0","0","0"
"16389","10996","589523","2730383","BANK OF TRAVELERS REST","Travelers Rest","SC","29690","9/30/2010","8/17/2020","NM","42 Plaza Dr.","TRAVELERS REST BANCSHARES INC","9","0","0","4","1","Greenville","24860","Greenville-Anderson-Mauldin, SC","3/10/1946","3/18/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.bankoftravelersrest.com","6934","","6934","1475","0","1639","3820","0","0",""
"34189","0","2412072","1247334","BANK OF TUCSON","Tucson","AZ","85711","9/30/2010","8/17/2020","NM","4400 E. Broadway Blvd.","CAPITOL BCORP LTD","2","0","0","4","0","Pima","46060","Tucson, AZ","6/27/1996","6/27/1996","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","0","","2065","","2065","121","0","242","1702","0","0",""
"12786","9823","777553","1127203","BANK OF TURTLE LAKE","Turtle Lake","WI","54889","9/30/2010","8/17/2020","NM","Maple St. &arthur Ave.","TURTLE BANCSHARES INC","2","0","0","8","1","Barron","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","85","","85","85","0","0","0","0","0",""
"19480","0","831352","1126523","BANK OF TURTLE LAKE","Turtle Lake","ND","58575","9/30/2010","8/17/2020","NM","205 Main St.","MCLEAN BANK HOLDING CO","1","0","0","2","0","Mclean","","","9/1/1965","9/1/1965","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://btlnd.com","84","","84","0","0","84","0","0","0",""
"17041","13716","436131","2497202","BANK OF UPSON","Thomaston","GA","30286","9/30/2010","8/17/2020","NM","108 S. Church St.","SOUTHCREST FINANCIAL GROUP INC","7","0","0","4","0","Upson","","","10/1/1951","10/1/1951","3/19/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","15021","","15021","390","842","6152","7637","0","0",""
"17159","9533","933975","2935142","BANK OF UTAH","Ogden","UT","84401","9/30/2010","8/17/2020","SM","2605 Washington Blvd","BOU BCORP INC","14","0","0","4","1","Weber","36260","Ogden-Clearfield, UT","2/5/1952","12/1/1952","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","WWW.BANKOFUTAH.COM","8636","","8636","970","0","255","5435","1976","0",""
"13397","0","254317","","BANK OF UTICA","Utica","NY","13502","9/30/2010","8/17/2020","NM","222 Genesee St.","","1","0","0","7","0","Oneida","46540","Utica-Rome, NY","4/23/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.bankofutica.com","0","","0","0","0","0","0","0","0",""
"420","0","286251","1055605","BANK OF VICI","Vici","OK","73859","9/30/2010","8/17/2020","NM","121 W. Broadway St.","VICI BCORP","1","0","0","8","1","Dewey","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankofvici.com","0","","0","0","0","0","0","0","0",""
"57627","0","3198421","","BANK OF VIRGINIA","Midlothian","VA","23112","9/30/2010","8/17/2020","SM","11730 Hull St. Rd.","","5","0","0","4","0","Chesterfield","40060","Richmond, VA","1/12/2004","1/12/2004","4/27/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","366","","366","0","0","0","366","0","0",""
"57640","0","3254297","3569049","BANK OF WALKER COUNTY","Jasper","AL","35501","9/30/2010","8/17/2020","NM","607 Hwy 78 E.","RELATIONS BANCSHARES INC","1","0","0","4","0","Walker","","","3/29/2004","3/29/2004","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bankofwalkercounty.bank","1117","","1117","951","0","127","39","0","0",""
"8558","0","116639","","BANK OF WALNUT GROVE","Walnut Grove","MS","39189","9/30/2010","8/17/2020","NM","101 Chadwick Ave","","1","0","0","8","1","Leake","","","1/1/1923","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","0","","0","0","0","0","0","0","0",""
"27496","0","1404481","2352842","BANK OF WALTERBORO","Walterboro","SC","29488","9/30/2010","8/17/2020","NM","1100 N. Jefferies Blvd.","COMMUNITYCORP","4","0","0","4","0","Colleton","","","5/1/1989","5/1/1989","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.banklowcountry.com","1488","","1488","113","0","912","463","0","0",""
"12627","11216","565750","2294812","BANK OF WASHINGTON","Washington","MO","63090","9/30/2010","8/17/2020","NM","200 W. Main St.","DIAMOND BCORP INC","6","0","0","4","1","Franklin","41180","St. Louis, MO-IL","10/29/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.bankofwashington.com","8932","","8932","2767","310","4292","1563","0","0",""
